V Adsorbed,Equilibrium Pressure
0.0,0.0
2.52557998661909,0.14
3.769858461195361,0.17
5.206217154326494,0.24
6.922878171275647,0.42
8.581563826940233,0.99
9.546192644959858,3.34
9.988514745762712,5.74
10.232617172167707,7.12
10.423252024977698,8.05
10.663533425512934,9.08
10.994092346119535,11.99
